time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-09 00:00:00+00:00,1.0,1.0,16,1
2025-04-10 00:00:00+00:00,4.0,2.0,17,3
2025-04-11 00:00:00+00:00,1.0,1.0,9,7
2025-04-12 00:00:00+00:00,1.0,1.0,4,2
2025-04-13 00:00:00+00:00,3.0,2.0,2,2
2025-04-14 00:00:00+00:00,5.0,2.0,34,7
2025-04-15 00:00:00+00:00,2.0,2.0,15,5
2025-04-16 00:00:00+00:00,1.0,1.0,6,4
2025-04-17 00:00:00+00:00,1.0,1.0,18,3
2025-04-18 00:00:00+00:00,2.0,2.0,4,1
2025-04-19 00:00:00+00:00,3.0,2.0,14,2
2025-04-20 00:00:00+00:00,4.0,2.0,3,2
2025-04-21 00:00:00+00:00,2.0,2.0,3,1
2025-04-22 00:00:00+00:00,,,1,1
