url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,628,117
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,603,105
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,495,106
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,466,105
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,436,97
/mariasfiraiala/SO-exam/tree/master/compute,366,87
/mariasfiraiala/SO-exam/tree/master/data,365,76
/mariasfiraiala/SO-exam/tree/master/app-interact,310,78
/mariasfiraiala/SO-exam/tree/master/software-stack,297,81
/mariasfiraiala/SO-exam/tree/master/io,293,71
