url_path,views_total,views_unique
/mariasfiraiala/SO-exam,359,150
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,291,107
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,275,103
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,266,111
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,250,106
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,239,100
/mariasfiraiala/SO-exam/tree/master/io,194,79
/mariasfiraiala/SO-exam/tree/master/compute,185,87
/mariasfiraiala/SO-exam/tree/master/data,176,96
/mariasfiraiala/SO-exam/tree/master/software-stack,165,90
