time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-31 00:00:00+00:00,9,5,2,2
2026-01-01 00:00:00+00:00,2,2,2,2
2026-01-02 00:00:00+00:00,2,2,4,2
2026-01-03 00:00:00+00:00,14,6,5,5
2026-01-04 00:00:00+00:00,15,7,7,2
2026-01-05 00:00:00+00:00,12,4,35,5
2026-01-06 00:00:00+00:00,7,4,12,5
2026-01-07 00:00:00+00:00,2,2,12,5
2026-01-08 00:00:00+00:00,3,3,26,7
2026-01-09 00:00:00+00:00,12,4,13,4
2026-01-10 00:00:00+00:00,7,3,6,2
2026-01-11 00:00:00+00:00,7,3,23,9
2026-01-12 00:00:00+00:00,7,3,41,11
2026-01-13 00:00:00+00:00,7,3,9,3
