url_path,views_total,views_unique
/mariasfiraiala/SO-exam,63,33
/mariasfiraiala/SO-exam/tree/master/compute,42,9
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,41,13
/mariasfiraiala/SO-exam/tree/master/software-stack,33,12
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,32,10
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,32,10
/mariasfiraiala/SO-exam/tree/master/data,31,9
/mariasfiraiala/SO-exam/tree/master/app-interact,30,8
/mariasfiraiala/SO-exam/tree/master,23,6
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,20,8
