time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-16 00:00:00+00:00,1.0,1.0,6,4
2025-04-17 00:00:00+00:00,1.0,1.0,18,3
2025-04-18 00:00:00+00:00,2.0,2.0,4,1
2025-04-19 00:00:00+00:00,3.0,2.0,14,2
2025-04-20 00:00:00+00:00,4.0,2.0,3,2
2025-04-21 00:00:00+00:00,2.0,2.0,3,1
2025-04-22 00:00:00+00:00,1.0,1.0,1,1
2025-04-23 00:00:00+00:00,1.0,1.0,5,4
2025-04-24 00:00:00+00:00,4.0,2.0,2,1
2025-04-25 00:00:00+00:00,1.0,1.0,1,1
2025-04-26 00:00:00+00:00,4.0,2.0,5,3
2025-04-27 00:00:00+00:00,4.0,2.0,2,1
2025-04-28 00:00:00+00:00,5.0,3.0,10,3
2025-04-29 00:00:00+00:00,,,12,4
