url_path,views_total,views_unique
/mariasfiraiala/SO-exam,28,14
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,28,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,19,6
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,18,3
/mariasfiraiala/SO-exam/tree/master/extra,14,2
/mariasfiraiala/SO-exam/tree/master/compute,13,3
/mariasfiraiala/SO-exam/tree/master/io,11,1
/mariasfiraiala/SO-exam/tree/master/software-stack,10,5
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,10,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,10,2
