url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/compute/compute-q&a.md,337,133
/mariasfiraiala/SO-exam/blob/master/io/io-q&a.md,316,144
/mariasfiraiala/SO-exam/blob/master/data/data-q&a.md,271,116
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q&a.md,256,108
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q&a.md,224,94
/mariasfiraiala/SO-exam/tree/master,180,72
/mariasfiraiala/SO-exam,163,96
/mariasfiraiala/SO-exam/tree/master/compute,162,97
/mariasfiraiala/SO-exam/tree/master/io,142,98
/mariasfiraiala/SO-exam/tree/master/data,139,86
