url_path,views_total,views_unique
/mariasfiraiala/SO-exam,70,40
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,43,21
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,30,15
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,26,14
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,25,13
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,24,12
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,20,14
/mariasfiraiala/SO-exam/tree/master/data,18,12
/mariasfiraiala/SO-exam/tree/master/io,17,10
/mariasfiraiala/SO-exam/tree/master/app-interact,16,9
