time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-10 00:00:00+00:00,3,2,8,2
2023-10-11 00:00:00+00:00,1,1,18,1
2023-10-12 00:00:00+00:00,1,1,12,3
2023-10-13 00:00:00+00:00,12,2,29,5
2023-10-14 00:00:00+00:00,1,1,94,3
2023-10-15 00:00:00+00:00,2,2,81,8
2023-10-16 00:00:00+00:00,2,2,63,3
2023-10-17 00:00:00+00:00,1,1,88,12
2023-10-18 00:00:00+00:00,3,3,35,8
2023-10-19 00:00:00+00:00,2,2,32,7
2023-10-20 00:00:00+00:00,3,2,32,4
2023-10-21 00:00:00+00:00,2,2,11,2
2023-10-22 00:00:00+00:00,2,2,13,4
2023-10-23 00:00:00+00:00,1,1,20,9
