url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,568,89
/mariasfiraiala/SO-exam,369,182
/mariasfiraiala/SO-exam/tree/master/software-stack,346,84
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,252,63
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,232,67
/mariasfiraiala/SO-exam/tree/master/compute,197,62
/mariasfiraiala/SO-exam/tree/master/data,183,56
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,183,55
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,177,57
/mariasfiraiala/SO-exam/tree/master/app-interact,167,53
