time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-21 00:00:00+00:00,5,5,252,52
2026-01-22 00:00:00+00:00,2,2,600,115
2026-01-23 00:00:00+00:00,3,3,358,69
2026-01-24 00:00:00+00:00,9,4,249,42
2026-01-25 00:00:00+00:00,15,7,331,29
2026-01-26 00:00:00+00:00,5,5,133,28
2026-01-27 00:00:00+00:00,8,4,202,28
2026-01-28 00:00:00+00:00,15,7,434,41
2026-01-29 00:00:00+00:00,10,6,380,54
2026-01-30 00:00:00+00:00,7,3,35,12
2026-01-31 00:00:00+00:00,2,2,351,42
2026-02-01 00:00:00+00:00,13,5,672,73
2026-02-02 00:00:00+00:00,13,9,939,97
2026-02-03 00:00:00+00:00,4,4,1122,130
