url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,110,21
/mariasfiraiala/SO-exam,85,35
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,76,15
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,75,18
/mariasfiraiala/SO-exam/tree/master/data,64,16
/mariasfiraiala/SO-exam/tree/master/compute,59,11
/mariasfiraiala/SO-exam/tree/master/software-stack,58,13
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,56,12
/mariasfiraiala/SO-exam/tree/master/app-interact,52,12
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,50,10
