time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,3.0,3.0,127,31
2025-11-17 00:00:00+00:00,3.0,3.0,224,58
2025-11-18 00:00:00+00:00,5.0,5.0,193,47
2025-11-19 00:00:00+00:00,2.0,2.0,266,64
2025-11-20 00:00:00+00:00,4.0,4.0,571,184
2025-11-21 00:00:00+00:00,2.0,2.0,284,118
2025-11-22 00:00:00+00:00,4.0,3.0,29,19
2025-11-23 00:00:00+00:00,2.0,2.0,154,42
2025-11-24 00:00:00+00:00,2.0,2.0,133,43
2025-11-25 00:00:00+00:00,3.0,3.0,20,11
2025-11-26 00:00:00+00:00,2.0,2.0,34,11
2025-11-27 00:00:00+00:00,5.0,5.0,27,12
2025-11-28 00:00:00+00:00,4.0,4.0,9,7
2025-11-29 00:00:00+00:00,,,19,10
