url_path,views_total,views_unique
/mariasfiraiala/SO-exam,87,29
/mariasfiraiala/SO-exam/tree/master/software-stack,36,13
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,34,15
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,28,11
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,23,9
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,22,6
/mariasfiraiala/SO-exam/tree/master/data,19,8
/mariasfiraiala/SO-exam/tree/master/io,17,8
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,16,6
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,15,7
