time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-22 00:00:00+00:00,48,14,4,3
2026-06-23 00:00:00+00:00,42,14,1,1
2026-06-24 00:00:00+00:00,21,6,2,2
2026-06-25 00:00:00+00:00,38,9,2,2
2026-06-26 00:00:00+00:00,8,3,2,1
2026-06-27 00:00:00+00:00,17,8,1,1
2026-06-28 00:00:00+00:00,18,5,1,1
2026-06-29 00:00:00+00:00,16,7,1,1
2026-06-30 00:00:00+00:00,8,3,7,4
2026-07-01 00:00:00+00:00,14,6,1,1
2026-07-02 00:00:00+00:00,23,9,7,4
2026-07-03 00:00:00+00:00,15,6,1,1
2026-07-04 00:00:00+00:00,16,7,2,1
2026-07-05 00:00:00+00:00,14,5,1,1
