time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-30 00:00:00+00:00,7,3,35,12
2026-01-31 00:00:00+00:00,2,2,351,42
2026-02-01 00:00:00+00:00,13,5,672,73
2026-02-02 00:00:00+00:00,13,9,939,97
2026-02-03 00:00:00+00:00,4,4,1122,130
2026-02-04 00:00:00+00:00,13,9,448,58
2026-02-05 00:00:00+00:00,15,7,27,15
2026-02-06 00:00:00+00:00,9,5,12,9
2026-02-07 00:00:00+00:00,13,9,4,4
2026-02-08 00:00:00+00:00,9,5,17,8
2026-02-09 00:00:00+00:00,2,2,9,7
2026-02-10 00:00:00+00:00,9,5,5,5
2026-02-11 00:00:00+00:00,1,1,7,6
2026-02-12 00:00:00+00:00,10,6,15,7
