url_path,views_total,views_unique
/mariasfiraiala/SO-exam,32,23
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,18,5
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,17,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,13,5
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,11,6
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,10,3
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,8,3
/mariasfiraiala/SO-exam/tree/master/compute,7,5
/mariasfiraiala/SO-exam/tree/master/extra,7,3
/mariasfiraiala/SO-exam/commits,5,3
