url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,125,22
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,120,24
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,102,19
/mariasfiraiala/SO-exam,85,37
/mariasfiraiala/SO-exam/tree/master/software-stack,83,18
/mariasfiraiala/SO-exam/tree/master/data,82,17
/mariasfiraiala/SO-exam/tree/master/app-interact,82,16
/mariasfiraiala/SO-exam/tree/master/compute,81,14
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,80,17
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,66,15
