time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-13 00:00:00+00:00,3.0,2.0,74,6
2023-08-14 00:00:00+00:00,4.0,3.0,84,10
2023-08-15 00:00:00+00:00,4.0,3.0,89,6
2023-08-16 00:00:00+00:00,3.0,2.0,189,9
2023-08-17 00:00:00+00:00,3.0,2.0,113,13
2023-08-18 00:00:00+00:00,3.0,2.0,108,10
2023-08-19 00:00:00+00:00,3.0,2.0,144,10
2023-08-20 00:00:00+00:00,3.0,2.0,106,9
2023-08-21 00:00:00+00:00,6.0,4.0,236,22
2023-08-22 00:00:00+00:00,3.0,2.0,301,27
2023-08-23 00:00:00+00:00,3.0,2.0,352,30
2023-08-24 00:00:00+00:00,3.0,2.0,273,27
2023-08-25 00:00:00+00:00,3.0,2.0,629,28
2023-08-26 00:00:00+00:00,,,384,29
