time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-22 00:00:00+00:00,3,2,301,27
2023-08-23 00:00:00+00:00,3,2,352,30
2023-08-24 00:00:00+00:00,3,2,273,27
2023-08-25 00:00:00+00:00,3,2,629,28
2023-08-26 00:00:00+00:00,3,2,388,30
2023-08-27 00:00:00+00:00,3,2,604,22
2023-08-28 00:00:00+00:00,7,5,937,40
2023-08-29 00:00:00+00:00,3,2,822,50
2023-08-30 00:00:00+00:00,5,3,94,16
2023-08-31 00:00:00+00:00,3,2,214,20
2023-09-01 00:00:00+00:00,3,2,247,24
2023-09-02 00:00:00+00:00,1,1,238,19
2023-09-03 00:00:00+00:00,2,2,481,43
2023-09-04 00:00:00+00:00,1,1,890,40
