url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,3141,395
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,2881,411
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,2613,377
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,2309,364
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,1826,334
/mariasfiraiala/SO-exam/tree/master/software-stack,1746,338
/mariasfiraiala/SO-exam/tree/master/data,1614,344
/mariasfiraiala/SO-exam/tree/master/compute,1569,325
/mariasfiraiala/SO-exam/tree/master/io,1417,301
/mariasfiraiala/SO-exam,1208,488
