time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-17 00:00:00+00:00,2.0,2.0,18,4
2023-12-18 00:00:00+00:00,3.0,3.0,3,3
2023-12-19 00:00:00+00:00,2.0,2.0,41,5
2023-12-20 00:00:00+00:00,2.0,2.0,14,2
2023-12-21 00:00:00+00:00,3.0,3.0,2,1
2023-12-22 00:00:00+00:00,2.0,2.0,113,4
2023-12-23 00:00:00+00:00,2.0,2.0,84,4
2023-12-24 00:00:00+00:00,2.0,2.0,8,2
2023-12-25 00:00:00+00:00,4.0,4.0,42,2
2023-12-26 00:00:00+00:00,2.0,2.0,5,1
2023-12-27 00:00:00+00:00,3.0,3.0,20,3
2023-12-28 00:00:00+00:00,2.0,2.0,2,2
2023-12-29 00:00:00+00:00,4.0,3.0,6,1
2023-12-30 00:00:00+00:00,,,11,4
