time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-25 00:00:00+00:00,,,9,1
2024-11-26 00:00:00+00:00,1.0,1.0,5,2
2024-11-27 00:00:00+00:00,3.0,1.0,6,3
2024-11-28 00:00:00+00:00,,,4,1
2024-11-29 00:00:00+00:00,,,19,4
2024-11-30 00:00:00+00:00,,,1,1
2024-12-01 00:00:00+00:00,1.0,1.0,12,2
2024-12-02 00:00:00+00:00,4.0,2.0,2,1
2024-12-03 00:00:00+00:00,1.0,1.0,45,7
2024-12-04 00:00:00+00:00,,,33,6
2024-12-05 00:00:00+00:00,,,22,3
2024-12-06 00:00:00+00:00,1.0,1.0,57,11
2024-12-07 00:00:00+00:00,2.0,2.0,12,4
2024-12-08 00:00:00+00:00,3.0,1.0,19,3
