url_path,views_total,views_unique
/mariasfiraiala/SO-exam,33,17
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,31,6
/mariasfiraiala/SO-exam/tree/master/compute,29,5
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,22,6
/mariasfiraiala/SO-exam/tree/master/software-stack,14,4
/mariasfiraiala/SO-exam/tree/master/data,8,4
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,8,3
/mariasfiraiala/SO-exam/tree/master/app-interact,6,2
/mariasfiraiala/SO-exam/tree/master/io,5,2
/mariasfiraiala/SO-exam/tree/master,4,3
