time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-23 00:00:00+00:00,1.0,1.0,6,2
2024-12-25 00:00:00+00:00,1.0,1.0,1,1
2024-12-26 00:00:00+00:00,2.0,2.0,8,1
2024-12-27 00:00:00+00:00,3.0,1.0,1,1
2024-12-28 00:00:00+00:00,1.0,1.0,4,2
2024-12-29 00:00:00+00:00,1.0,1.0,8,3
2024-12-30 00:00:00+00:00,,,2,1
2024-12-31 00:00:00+00:00,2.0,1.0,4,1
2025-01-01 00:00:00+00:00,,,9,3
2025-01-02 00:00:00+00:00,1.0,1.0,32,3
2025-01-03 00:00:00+00:00,3.0,2.0,24,4
2025-01-04 00:00:00+00:00,,,17,3
2025-01-05 00:00:00+00:00,,,13,4
