url_path,views_total,views_unique
/mariasfiraiala/SO-exam,53,31
/mariasfiraiala/SO-exam/tree/master/compute,31,9
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,31,8
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,29,9
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,24,5
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,23,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,21,6
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,20,5
/mariasfiraiala/SO-exam/tree/master/data,19,6
/mariasfiraiala/SO-exam/tree/master/app-interact,16,6
