url_path,views_total,views_unique
/mariasfiraiala/SO-exam,30,23
/mariasfiraiala/SO-exam/tree/master/compute,22,7
/mariasfiraiala/SO-exam/tree/master/software-stack,22,4
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,20,7
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,20,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,20,4
/mariasfiraiala/SO-exam/tree/master/io,17,6
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,14,6
/mariasfiraiala/SO-exam/tree/master/data,14,3
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,11,6
