url_path,views_total,views_unique
/mariasfiraiala/SO-exam,78,30
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,36,19
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,31,13
/mariasfiraiala/SO-exam/tree/master/io,24,15
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,24,11
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,22,7
/mariasfiraiala/SO-exam/tree/master/compute,19,12
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,15,10
/mariasfiraiala/SO-exam/tree/master/data,15,10
/mariasfiraiala/SO-exam/tree/master/software-stack,15,10
