time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-30 00:00:00+00:00,3,2,78,13
2023-05-31 00:00:00+00:00,3,2,259,37
2023-06-01 00:00:00+00:00,4,3,367,29
2023-06-02 00:00:00+00:00,4,3,370,30
2023-06-03 00:00:00+00:00,3,2,628,41
2023-06-04 00:00:00+00:00,4,3,527,41
2023-06-05 00:00:00+00:00,5,4,668,54
2023-06-06 00:00:00+00:00,4,3,1860,132
2023-06-07 00:00:00+00:00,3,2,1530,123
2023-06-08 00:00:00+00:00,3,2,516,61
2023-06-09 00:00:00+00:00,3,2,553,78
2023-06-10 00:00:00+00:00,4,3,731,61
2023-06-11 00:00:00+00:00,3,2,1411,78
2023-06-12 00:00:00+00:00,2,2,1176,99
