time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-08 00:00:00+00:00,3,2,39,6
2023-08-09 00:00:00+00:00,3,2,32,5
2023-08-10 00:00:00+00:00,3,2,116,15
2023-08-11 00:00:00+00:00,4,3,11,4
2023-08-12 00:00:00+00:00,3,2,15,3
2023-08-13 00:00:00+00:00,3,2,74,6
2023-08-14 00:00:00+00:00,4,3,84,10
2023-08-15 00:00:00+00:00,4,3,89,6
2023-08-16 00:00:00+00:00,3,2,189,9
2023-08-17 00:00:00+00:00,3,2,113,13
2023-08-18 00:00:00+00:00,3,2,108,10
2023-08-19 00:00:00+00:00,3,2,144,10
2023-08-20 00:00:00+00:00,3,2,106,9
2023-08-21 00:00:00+00:00,3,2,209,21
