time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,1,1,56.0,4.0
2025-08-29 00:00:00+00:00,1,1,27.0,5.0
2025-08-30 00:00:00+00:00,4,4,2.0,2.0
2025-08-31 00:00:00+00:00,2,2,3.0,1.0
2025-09-01 00:00:00+00:00,3,3,,
2025-09-02 00:00:00+00:00,4,4,,
2025-09-03 00:00:00+00:00,1,1,,
2025-09-04 00:00:00+00:00,3,3,,
2025-09-05 00:00:00+00:00,2,2,,
2025-09-06 00:00:00+00:00,2,2,,
2025-09-07 00:00:00+00:00,2,2,,
2025-09-08 00:00:00+00:00,1,1,,
2025-09-09 00:00:00+00:00,1,1,,
