url_path,views_total,views_unique
/mariasfiraiala/SO-exam/tree/master,154,53
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,149,60
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,139,51
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,138,51
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,126,56
/mariasfiraiala/SO-exam,120,76
/mariasfiraiala/SO-exam/tree/master/software-stack,108,51
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,102,37
/mariasfiraiala/SO-exam/tree/master/data,93,45
/mariasfiraiala/SO-exam/tree/master/compute,88,47
