url_path,views_total,views_unique
/mariasfiraiala/SO-exam,28,13
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,6,3
/mariasfiraiala/SO-exam/tree/master/software-stack,4,2
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,3,3
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,2,2
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,2,2
/mariasfiraiala/SO-exam/issues,2,2
/mariasfiraiala/SO-exam/tree/master/app-interact,2,2
/mariasfiraiala/SO-exam/tree/master/compute,2,2
/mariasfiraiala/SO-exam/tree/master/data,2,2
