url_path,views_total,views_unique
/mariasfiraiala/SO-exam/tree/master/compute,26,8
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,24,8
/mariasfiraiala/SO-exam,23,19
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,22,6
/mariasfiraiala/SO-exam/tree/master/software-stack,20,4
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,18,4
/mariasfiraiala/SO-exam/tree/master/data,14,4
/mariasfiraiala/SO-exam/tree/master/io,12,4
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,9,5
/mariasfiraiala/SO-exam/tree/master/app-interact,9,3
