url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,20,7
/mariasfiraiala/SO-exam,15,8
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,13,4
/mariasfiraiala/SO-exam/tree/master/app-interact,13,4
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,12,6
/mariasfiraiala/SO-exam/tree/master,12,4
/mariasfiraiala/SO-exam/tree/master/data,11,5
/mariasfiraiala/SO-exam/tree/master/software-stack,11,5
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,10,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,10,3
