url_path,views_total,views_unique
/mariasfiraiala/SO-exam,68,36
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,15,6
/mariasfiraiala/SO-exam/tree/master/compute,10,6
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,9,6
/mariasfiraiala/SO-exam/tree/master/software-stack,8,6
/mariasfiraiala/SO-exam/issues,7,5
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,5,5
/mariasfiraiala/SO-exam/issues/11,3,3
/mariasfiraiala/SO-exam/tree/master/data,3,3
/mariasfiraiala/SO-exam/stargazers,2,2
