url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,352,50
/mariasfiraiala/SO-exam,270,134
/mariasfiraiala/SO-exam/tree/master/software-stack,206,47
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,160,48
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,157,45
/mariasfiraiala/SO-exam/tree/master/compute,141,46
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,139,43
/mariasfiraiala/SO-exam/tree/master/app-interact,124,38
/mariasfiraiala/SO-exam/tree/master/data,122,39
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,121,40
