time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-27 00:00:00+00:00,2,2,8,3
2023-10-28 00:00:00+00:00,2,2,2,2
2023-10-29 00:00:00+00:00,2,2,2,1
2023-10-30 00:00:00+00:00,3,3,8,3
2023-10-31 00:00:00+00:00,2,2,14,2
2023-11-01 00:00:00+00:00,1,1,22,5
2023-11-02 00:00:00+00:00,2,2,12,4
2023-11-03 00:00:00+00:00,3,3,5,1
2023-11-04 00:00:00+00:00,3,3,13,3
2023-11-05 00:00:00+00:00,3,3,19,2
2023-11-06 00:00:00+00:00,2,2,25,6
2023-11-07 00:00:00+00:00,1,1,86,15
2023-11-08 00:00:00+00:00,2,2,5,3
