time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-17 00:00:00+00:00,3,2,113,13
2023-08-18 00:00:00+00:00,3,2,108,10
2023-08-19 00:00:00+00:00,3,2,144,10
2023-08-20 00:00:00+00:00,3,2,106,9
2023-08-21 00:00:00+00:00,6,4,236,22
2023-08-22 00:00:00+00:00,3,2,301,27
2023-08-23 00:00:00+00:00,3,2,352,30
2023-08-24 00:00:00+00:00,3,2,273,27
2023-08-25 00:00:00+00:00,3,2,629,28
2023-08-26 00:00:00+00:00,3,2,388,30
2023-08-27 00:00:00+00:00,3,2,604,22
2023-08-28 00:00:00+00:00,7,5,937,40
2023-08-29 00:00:00+00:00,3,2,822,50
2023-08-30 00:00:00+00:00,2,1,88,16
