url_path,views_total,views_unique
/mariasfiraiala/SO-exam,110,54
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,54,10
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,41,13
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,33,11
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,31,11
/mariasfiraiala/SO-exam/tree/master/software-stack,30,12
/mariasfiraiala/SO-exam/tree/master/app-interact,28,13
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,26,11
/mariasfiraiala/SO-exam/tree/master/io,21,9
/mariasfiraiala/SO-exam/tree/master/compute,19,8
