time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-24 00:00:00+00:00,3,3,30,2
2023-10-25 00:00:00+00:00,2,2,10,5
2023-10-26 00:00:00+00:00,1,1,7,4
2023-10-27 00:00:00+00:00,2,2,8,3
2023-10-28 00:00:00+00:00,2,2,2,2
2023-10-29 00:00:00+00:00,2,2,2,1
2023-10-30 00:00:00+00:00,3,3,8,3
2023-10-31 00:00:00+00:00,2,2,14,2
2023-11-01 00:00:00+00:00,1,1,22,5
2023-11-02 00:00:00+00:00,2,2,12,4
2023-11-03 00:00:00+00:00,3,3,5,1
2023-11-04 00:00:00+00:00,3,3,13,3
2023-11-05 00:00:00+00:00,3,3,19,2
2023-11-06 00:00:00+00:00,1,1,25,6
