time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-29 00:00:00+00:00,3,2,822.0,50.0
2023-08-30 00:00:00+00:00,5,3,94.0,16.0
2023-08-31 00:00:00+00:00,3,2,214.0,20.0
2023-09-01 00:00:00+00:00,3,2,247.0,24.0
2023-09-02 00:00:00+00:00,1,1,238.0,19.0
2023-09-03 00:00:00+00:00,2,2,481.0,43.0
2023-09-04 00:00:00+00:00,2,2,992.0,44.0
2023-09-05 00:00:00+00:00,2,2,1178.0,61.0
2023-09-06 00:00:00+00:00,1,1,20.0,6.0
2023-09-07 00:00:00+00:00,1,1,3.0,2.0
2023-09-08 00:00:00+00:00,1,1,5.0,1.0
2023-09-09 00:00:00+00:00,1,1,5.0,2.0
2023-09-10 00:00:00+00:00,1,1,5.0,2.0
2023-09-11 00:00:00+00:00,1,1,,
