time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,1,1,24,6
2025-04-09 00:00:00+00:00,1,1,16,1
2025-04-10 00:00:00+00:00,4,2,17,3
2025-04-11 00:00:00+00:00,1,1,9,7
2025-04-12 00:00:00+00:00,1,1,4,2
2025-04-13 00:00:00+00:00,3,2,2,2
2025-04-14 00:00:00+00:00,5,2,34,7
2025-04-15 00:00:00+00:00,2,2,15,5
2025-04-16 00:00:00+00:00,1,1,6,4
2025-04-17 00:00:00+00:00,1,1,18,3
2025-04-18 00:00:00+00:00,2,2,4,1
2025-04-19 00:00:00+00:00,3,2,14,2
2025-04-20 00:00:00+00:00,4,2,3,2
2025-04-21 00:00:00+00:00,1,1,3,1
