time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-03 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-05-04 00:00:00+00:00,5.0,2.0,3.0,2.0
2024-05-05 00:00:00+00:00,1.0,1.0,,
2024-05-06 00:00:00+00:00,2.0,2.0,,
2024-05-07 00:00:00+00:00,9.0,3.0,17.0,5.0
2024-05-08 00:00:00+00:00,1.0,1.0,,
2024-05-09 00:00:00+00:00,1.0,1.0,4.0,3.0
2024-05-10 00:00:00+00:00,5.0,2.0,3.0,2.0
2024-05-11 00:00:00+00:00,6.0,3.0,1.0,1.0
2024-05-12 00:00:00+00:00,1.0,1.0,3.0,1.0
2024-05-13 00:00:00+00:00,6.0,2.0,66.0,7.0
2024-05-14 00:00:00+00:00,5.0,2.0,103.0,8.0
2024-05-15 00:00:00+00:00,1.0,1.0,35.0,6.0
2024-05-16 00:00:00+00:00,,,18.0,3.0
