referrer,views_total,views_unique
github.com,240,32
DuckDuckGo,74,1
Google,43,2
l.facebook.com,38,2
l.instagram.com,32,1
phind.com,28,2
m.facebook.com,5,1
teams.microsoft.com,3,2
yandex.ru,2,2
