url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,54,13
/mariasfiraiala/SO-exam,41,22
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,34,10
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,34,7
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,26,8
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,20,5
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,17,7
/mariasfiraiala/SO-exam/tree/master/compute,12,6
/mariasfiraiala/SO-exam/tree/master/software-stack,10,5
/mariasfiraiala/SO-exam/tree/master/data,8,3
