url_path,views_total,views_unique
/mariasfiraiala/SO-exam,23,17
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,17,10
/mariasfiraiala/SO-exam/tree/master/compute,8,7
/mariasfiraiala/SO-exam/tree/master,6,4
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,5,4
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,4,4
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,4,3
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,4,3
/mariasfiraiala/SO-exam/tree/master/app-interact,3,3
/mariasfiraiala/SO-exam/tree/master/data,3,3
