url_path,views_total,views_unique
/mariasfiraiala/SO-exam,29,18
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,6,4
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,5,4
/mariasfiraiala/SO-exam/commits,4,3
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,3,3
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,3,3
/mariasfiraiala/SO-exam/tree/master/app-interact,3,3
/mariasfiraiala/SO-exam/tree/master/software-stack,3,3
/mariasfiraiala/SO-exam/search,3,1
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,2,2
