time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-10 00:00:00+00:00,12,8,2,2
2026-03-11 00:00:00+00:00,14,6,5,5
2026-03-12 00:00:00+00:00,2,2,10,4
2026-03-13 00:00:00+00:00,15,7,8,3
2026-03-14 00:00:00+00:00,5,5,4,4
2026-03-15 00:00:00+00:00,13,5,14,3
2026-03-16 00:00:00+00:00,11,7,37,6
2026-03-17 00:00:00+00:00,14,6,3,2
2026-03-18 00:00:00+00:00,13,5,19,4
2026-03-19 00:00:00+00:00,1,1,16,3
2026-03-20 00:00:00+00:00,3,3,31,7
2026-03-21 00:00:00+00:00,7,3,4,3
2026-03-22 00:00:00+00:00,11,3,1,1
2026-03-23 00:00:00+00:00,2,2,24,5
