time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-15 00:00:00+00:00,4,3,43,7
2023-05-16 00:00:00+00:00,3,2,23,6
2023-05-17 00:00:00+00:00,3,2,12,5
2023-05-18 00:00:00+00:00,3,2,34,8
2023-05-19 00:00:00+00:00,3,2,36,6
2023-05-20 00:00:00+00:00,3,2,46,9
2023-05-21 00:00:00+00:00,3,2,5,3
2023-05-22 00:00:00+00:00,4,3,6,3
2023-05-23 00:00:00+00:00,4,3,39,12
2023-05-24 00:00:00+00:00,3,2,7,6
2023-05-25 00:00:00+00:00,3,2,13,2
2023-05-26 00:00:00+00:00,3,2,45,9
2023-05-27 00:00:00+00:00,3,2,18,5
2023-05-28 00:00:00+00:00,1,1,17,4
