time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-02 00:00:00+00:00,5.0,2.0,2,2
2025-06-03 00:00:00+00:00,4.0,2.0,38,3
2025-06-04 00:00:00+00:00,1.0,1.0,10,6
2025-06-05 00:00:00+00:00,3.0,3.0,15,1
2025-06-06 00:00:00+00:00,4.0,3.0,11,1
2025-06-07 00:00:00+00:00,3.0,2.0,8,3
2025-06-08 00:00:00+00:00,4.0,2.0,11,6
2025-06-09 00:00:00+00:00,6.0,3.0,38,4
2025-06-10 00:00:00+00:00,1.0,1.0,7,3
2025-06-11 00:00:00+00:00,1.0,1.0,6,2
2025-06-12 00:00:00+00:00,4.0,4.0,6,4
2025-06-13 00:00:00+00:00,5.0,5.0,2,2
2025-06-14 00:00:00+00:00,6.0,6.0,5,2
2025-06-15 00:00:00+00:00,,,3,3
