referrer,views_total,views_unique
github.com,772,53
Google,96,12
DuckDuckGo,74,1
m.facebook.com,43,8
l.facebook.com,40,3
l.instagram.com,32,1
phind.com,28,2
yandex.ru,2,2
Bing,1,1
