url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,59,7
/mariasfiraiala/SO-exam,56,26
/mariasfiraiala/SO-exam/tree/master/software-stack,48,7
/mariasfiraiala/SO-exam/tree/master/data,29,9
/mariasfiraiala/SO-exam/tree/master/io,26,9
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,26,7
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,22,10
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,22,8
/mariasfiraiala/SO-exam/tree/master/compute,21,8
/mariasfiraiala/SO-exam/tree/master/app-interact,20,7
