time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-07 00:00:00+00:00,3,2,1530,123
2023-06-08 00:00:00+00:00,3,2,516,61
2023-06-09 00:00:00+00:00,3,2,553,78
2023-06-10 00:00:00+00:00,4,3,731,61
2023-06-11 00:00:00+00:00,3,2,1411,78
2023-06-12 00:00:00+00:00,5,4,1264,102
2023-06-13 00:00:00+00:00,3,2,2217,160
2023-06-14 00:00:00+00:00,4,3,3298,194
2023-06-15 00:00:00+00:00,3,2,1897,163
2023-06-16 00:00:00+00:00,3,2,2056,135
2023-06-17 00:00:00+00:00,4,3,2159,166
2023-06-18 00:00:00+00:00,8,6,639,76
2023-06-19 00:00:00+00:00,11,5,33,7
2023-06-20 00:00:00+00:00,1,1,26,8
