url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,25,13
/mariasfiraiala/SO-exam,15,12
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,11,5
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,7,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,7,4
/mariasfiraiala/SO-exam/tree/master/app-interact,5,5
/mariasfiraiala/SO-exam/tree/master/data,5,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,4,4
/mariasfiraiala/SO-exam/tree/master/compute,4,4
/mariasfiraiala/SO-exam/tree/master,4,2
