url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,1603,232
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,1365,231
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,1239,220
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,1052,212
/mariasfiraiala/SO-exam/tree/master/software-stack,810,187
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,807,186
/mariasfiraiala/SO-exam/tree/master/compute,805,187
/mariasfiraiala/SO-exam/tree/master/data,782,191
/mariasfiraiala/SO-exam/tree/master/io,678,169
/mariasfiraiala/SO-exam,635,294
