time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-18 00:00:00+00:00,13,5,221,39
2026-01-19 00:00:00+00:00,17,5,281,54
2026-01-20 00:00:00+00:00,11,7,82,24
2026-01-21 00:00:00+00:00,5,5,252,52
2026-01-22 00:00:00+00:00,2,2,600,115
2026-01-23 00:00:00+00:00,3,3,358,69
2026-01-24 00:00:00+00:00,9,4,249,42
2026-01-25 00:00:00+00:00,15,7,331,29
2026-01-26 00:00:00+00:00,5,5,133,28
2026-01-27 00:00:00+00:00,8,4,202,28
2026-01-28 00:00:00+00:00,15,7,434,41
2026-01-29 00:00:00+00:00,10,6,380,54
2026-01-30 00:00:00+00:00,7,3,35,12
2026-01-31 00:00:00+00:00,2,2,351,42
