url_path,views_total,views_unique
/mariasfiraiala/SO-exam,42,20
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,32,11
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,30,10
/mariasfiraiala/SO-exam/tree/master/compute,26,8
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,23,6
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,22,6
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,21,7
/mariasfiraiala/SO-exam/tree/master/software-stack,21,7
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,20,8
/mariasfiraiala/SO-exam/tree/master/data,17,6
