url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/data/data-q&a.md,8,6
/mariasfiraiala/SO-exam/tree/master,8,4
/mariasfiraiala/SO-exam,6,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q&a.md,4,2
/mariasfiraiala/SO-exam/blob/master/compute/compute-q&a.md,3,2
/mariasfiraiala/SO-exam/tree/master/software-stack,3,2
/mariasfiraiala/SO-exam/tree/master/app-interact,3,1
/mariasfiraiala/SO-exam/tree/master/compute,2,2
/mariasfiraiala/SO-exam/tree/master/extra,2,2
/mariasfiraiala/SO-exam/blob/master/README.md,2,1
