url_path,views_total,views_unique
/mariasfiraiala/SO-exam,63,30
/mariasfiraiala/SO-exam/tree/master/data,16,8
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,14,7
/mariasfiraiala/SO-exam/tree/master/software-stack,14,6
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,13,7
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,8,6
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,8,6
/mariasfiraiala/SO-exam/tree/master/compute,7,5
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,6,3
/mariasfiraiala/SO-exam/tree/master/io,6,3
