url_path,views_total,views_unique
/mariasfiraiala/SO-exam,25,15
/mariasfiraiala/SO-exam/blob/master/data/data-q&a.md,22,12
/mariasfiraiala/SO-exam/blob/master/io/io-q&a.md,17,6
/mariasfiraiala/SO-exam/blob/master/compute/compute-q&a.md,15,7
/mariasfiraiala/SO-exam/tree/master/data,14,7
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q&a.md,14,5
/mariasfiraiala/SO-exam/tree/master/compute,9,6
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q&a.md,8,7
/mariasfiraiala/SO-exam/tree/master/software-stack,8,6
/mariasfiraiala/SO-exam/tree/master/app-interact,8,5
