time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-27 00:00:00+00:00,4,4,5.0,3.0
2025-06-28 00:00:00+00:00,3,3,2.0,2.0
2025-06-29 00:00:00+00:00,1,1,1.0,1.0
2025-06-30 00:00:00+00:00,3,3,5.0,3.0
2025-07-01 00:00:00+00:00,5,5,,
2025-07-02 00:00:00+00:00,1,1,,
2025-07-03 00:00:00+00:00,4,4,15.0,4.0
2025-07-04 00:00:00+00:00,5,5,,
2025-07-05 00:00:00+00:00,4,4,3.0,3.0
2025-07-06 00:00:00+00:00,1,1,,
2025-07-07 00:00:00+00:00,6,6,1.0,1.0
2025-07-08 00:00:00+00:00,5,5,10.0,1.0
2025-07-09 00:00:00+00:00,5,5,23.0,3.0
2025-07-10 00:00:00+00:00,1,1,30.0,4.0
