time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-11 00:00:00+00:00,2.0,2.0,1,1
2023-12-12 00:00:00+00:00,2.0,2.0,24,2
2023-12-13 00:00:00+00:00,3.0,3.0,25,4
2023-12-14 00:00:00+00:00,2.0,2.0,17,3
2023-12-15 00:00:00+00:00,4.0,3.0,60,5
2023-12-16 00:00:00+00:00,2.0,2.0,8,3
2023-12-17 00:00:00+00:00,2.0,2.0,18,4
2023-12-18 00:00:00+00:00,3.0,3.0,3,3
2023-12-19 00:00:00+00:00,2.0,2.0,41,5
2023-12-20 00:00:00+00:00,2.0,2.0,14,2
2023-12-21 00:00:00+00:00,3.0,3.0,2,1
2023-12-22 00:00:00+00:00,2.0,2.0,113,4
2023-12-23 00:00:00+00:00,2.0,2.0,84,4
2023-12-24 00:00:00+00:00,,,8,2
